Date,Close,High,Low,Open,Volume,Daily_Return,Moving_Avg
2026-03-19,248.9600067138672,251.8300018310547,247.3000030517578,249.39999389648438,34864100,,
2026-03-20,247.9900054931641,249.1999969482422,246.0,247.97999572753906,88331100,-0.003896213024359052,
2026-03-23,251.4900054931641,254.60000610351562,250.27999877929688,253.97000122070312,40546100,0.01411347200480817,249.4800059000651
2026-03-24,251.63999938964844,254.8300018310547,249.5500030517578,250.35000610351562,45152300,0.0005964209042430557,250.3733367919922
2026-03-25,252.6199951171875,255.0,251.60000610351562,254.10000610351562,28476700,0.00389443542328749,251.91666666666666
2026-03-26,252.88999938964844,257.0,250.77000427246094,252.1199951171875,41796700,0.0010688159198788405,252.38333129882812
2026-03-27,248.8000030517578,255.49000549316406,248.07000732421875,253.89999389648438,47842500,-0.016173025219509918,251.4366658528646
